Dataset,Reward_Mode,Initial_Asset,Final_Asset,Sharpe_Ratio,Sortino_Ratio,MDD,Turnover_Rate
hightech,Sharpe,1000000,1756127,1.5801,2.5893,-0.186,0.0748
